customer_id,recency_score,frequency_score,monetary_score,rfm_score,customer_segmentation
372673,1,1,2,112,Hibernating
414903,1,1,2,112,Hibernating
326401,1,1,2,112,Hibernating
202118,1,1,2,112,Hibernating
194961,1,1,2,112,Hibernating
324640,1,1,2,112,Hibernating
394550,1,1,2,112,Hibernating
152937,1,1,2,112,Hibernating
143476,1,1,2,112,Hibernating
246752,1,1,2,112,Hibernating
333307,1,1,2,112,Hibernating
430347,1,1,2,112,Hibernating
277794,1,1,2,112,Hibernating
173429,1,1,2,112,Hibernating
414054,1,1,2,112,Hibernating
196494,1,1,2,112,Hibernating
287333,1,1,2,112,Hibernating
337953,1,1,2,112,Hibernating
419126,1,1,2,112,Hibernating
383083,1,1,2,112,Hibernating
434064,1,1,2,112,Hibernating
291620,1,1,2,112,Hibernating
434398,1,1,2,112,Hibernating
174782,1,1,2,112,Hibernating
364085,1,1,2,112,Hibernating
430643,1,1,2,112,Hibernating
406066,1,1,2,112,Hibernating
135315,1,1,2,112,Hibernating
362088,1,1,2,112,Hibernating
332211,1,1,2,112,Hibernating
252781,1,1,2,112,Hibernating
290473,1,1,2,112,Hibernating
384015,1,1,2,112,Hibernating
364134,1,1,2,112,Hibernating
440528,1,1,2,112,Hibernating
257913,1,1,2,112,Hibernating
274279,1,1,2,112,Hibernating
432903,1,1,2,112,Hibernating
428094,1,1,2,112,Hibernating
284850,1,1,2,112,Hibernating
382589,1,1,2,112,Hibernating
141424,1,1,2,112,Hibernating
265469,1,1,2,112,Hibernating
262689,1,1,2,112,Hibernating
432816,1,1,2,112,Hibernating
142225,1,1,2,112,Hibernating
430165,1,1,2,112,Hibernating
126087,1,1,2,112,Hibernating
378209,1,1,2,112,Hibernating
402156,1,1,2,112,Hibernating
393437,1,1,2,112,Hibernating
378483,1,1,2,112,Hibernating
284719,1,1,2,112,Hibernating
400242,1,1,2,112,Hibernating
388785,1,1,2,112,Hibernating
213409,1,1,2,112,Hibernating
371821,1,1,2,112,Hibernating
441118,1,1,2,112,Hibernating
433710,1,1,2,112,Hibernating
430903,1,1,2,112,Hibernating
392345,1,1,2,112,Hibernating
204886,1,1,2,112,Hibernating
297505,1,1,2,112,Hibernating
405248,1,1,2,112,Hibernating
159729,1,1,2,112,Hibernating
419371,1,1,2,112,Hibernating
391903,1,1,2,112,Hibernating
441183,1,1,2,112,Hibernating
390110,1,1,2,112,Hibernating
420437,1,1,2,112,Hibernating
268989,1,1,2,112,Hibernating
387020,1,1,2,112,Hibernating
331431,1,1,2,112,Hibernating
417652,1,1,2,112,Hibernating
291544,1,1,2,112,Hibernating
400044,1,1,2,112,Hibernating
416907,1,1,2,112,Hibernating
367813,1,1,2,112,Hibernating
120923,1,1,2,112,Hibernating
392778,1,1,2,112,Hibernating
405649,1,1,2,112,Hibernating
380408,1,1,2,112,Hibernating
367068,1,1,2,112,Hibernating
188965,1,1,2,112,Hibernating
441163,1,1,2,112,Hibernating
408540,1,1,2,112,Hibernating
395014,1,1,2,112,Hibernating
94057,1,1,2,112,Hibernating
344539,1,1,2,112,Hibernating
362619,1,1,2,112,Hibernating
396702,1,1,2,112,Hibernating
399021,1,1,2,112,Hibernating
159887,1,1,2,112,Hibernating
354895,1,1,2,112,Hibernating
336558,1,1,2,112,Hibernating
407788,1,1,2,112,Hibernating
440666,1,1,2,112,Hibernating
431641,1,1,2,112,Hibernating
212306,1,1,2,112,Hibernating
228923,1,1,2,112,Hibernating
398273,1,1,2,112,Hibernating
142416,1,1,2,112,Hibernating
328680,1,1,2,112,Hibernating
152226,1,1,2,112,Hibernating
405546,1,1,2,112,Hibernating
285994,1,1,2,112,Hibernating
419116,1,1,2,112,Hibernating
270535,1,1,2,112,Hibernating
367764,1,1,2,112,Hibernating
398833,1,1,2,112,Hibernating
334217,1,1,2,112,Hibernating
406041,1,1,2,112,Hibernating
428877,1,1,2,112,Hibernating
430672,1,1,2,112,Hibernating
358338,1,1,2,112,Hibernating
440819,1,1,2,112,Hibernating
337985,1,1,2,112,Hibernating
273873,1,1,2,112,Hibernating
149592,1,1,2,112,Hibernating
346568,1,1,2,112,Hibernating
239894,1,1,2,112,Hibernating
159278,1,1,2,112,Hibernating
19554,1,1,2,112,Hibernating
169897,1,1,2,112,Hibernating
264183,1,1,2,112,Hibernating
286112,1,1,2,112,Hibernating
413901,1,1,2,112,Hibernating
427081,1,1,2,112,Hibernating
440736,1,1,2,112,Hibernating
376645,1,1,2,112,Hibernating
148287,1,1,2,112,Hibernating
143755,1,1,2,112,Hibernating
363313,1,1,2,112,Hibernating
198548,1,1,2,112,Hibernating
440876,1,1,2,112,Hibernating
141701,1,1,2,112,Hibernating
391064,1,1,2,112,Hibernating
402343,1,1,2,112,Hibernating
440956,1,1,2,112,Hibernating
188456,1,1,2,112,Hibernating
405742,1,1,2,112,Hibernating
151253,1,1,2,112,Hibernating
143564,1,1,2,112,Hibernating
266369,1,1,2,112,Hibernating
434181,1,1,2,112,Hibernating
378558,1,1,2,112,Hibernating
357325,1,1,2,112,Hibernating
285280,1,1,2,112,Hibernating
216547,1,1,2,112,Hibernating
294804,1,1,2,112,Hibernating
379299,1,1,2,112,Hibernating
266410,1,1,2,112,Hibernating
382655,1,1,2,112,Hibernating
388749,1,1,2,112,Hibernating
377398,1,1,2,112,Hibernating
395260,1,1,2,112,Hibernating
430356,1,1,2,112,Hibernating
440577,1,1,2,112,Hibernating
160947,1,1,2,112,Hibernating
174667,1,1,2,112,Hibernating
414738,1,1,2,112,Hibernating
163331,1,1,2,112,Hibernating
364973,1,1,2,112,Hibernating
393911,1,1,2,112,Hibernating
433803,1,1,2,112,Hibernating
416622,1,1,2,112,Hibernating
214668,1,1,2,112,Hibernating
398055,1,1,2,112,Hibernating
425507,1,1,2,112,Hibernating
167589,1,1,2,112,Hibernating
433706,1,1,2,112,Hibernating
386113,1,1,2,112,Hibernating
302926,1,1,2,112,Hibernating
386632,1,1,2,112,Hibernating
423592,1,1,2,112,Hibernating
365745,1,1,2,112,Hibernating
375190,1,1,2,112,Hibernating
402445,1,1,2,112,Hibernating
390838,1,1,2,112,Hibernating
380137,1,1,2,112,Hibernating
434027,1,1,2,112,Hibernating
426978,1,1,2,112,Hibernating
321620,1,1,2,112,Hibernating
333129,1,1,2,112,Hibernating
130448,1,1,2,112,Hibernating
208536,1,1,2,112,Hibernating
146570,1,1,2,112,Hibernating
418080,1,1,2,112,Hibernating
355726,1,1,2,112,Hibernating
405816,1,1,2,112,Hibernating
433864,1,1,2,112,Hibernating
257058,1,1,2,112,Hibernating
372265,1,1,2,112,Hibernating
377543,1,1,2,112,Hibernating
109330,1,1,2,112,Hibernating
433814,1,1,2,112,Hibernating
255319,1,1,2,112,Hibernating
414914,1,1,2,112,Hibernating
406010,1,1,2,112,Hibernating
399511,1,1,2,112,Hibernating
361987,1,1,2,112,Hibernating
190980,1,1,2,112,Hibernating
251651,1,1,2,112,Hibernating
399129,1,1,2,112,Hibernating
440572,1,1,2,112,Hibernating
379539,1,1,2,112,Hibernating
284164,1,1,2,112,Hibernating
51558,1,1,2,112,Hibernating
430738,1,2,1,121,Hibernating
418069,1,2,1,121,Hibernating
425711,1,2,1,121,Hibernating
332037,1,2,1,121,Hibernating
433904,1,2,1,121,Hibernating
396367,1,2,1,121,Hibernating
434314,1,2,1,121,Hibernating
399975,1,2,1,121,Hibernating
342378,1,2,1,121,Hibernating
436859,1,2,1,121,Hibernating
441084,1,2,1,121,Hibernating
336739,1,2,1,121,Hibernating
427260,1,2,1,121,Hibernating
334284,1,2,1,121,Hibernating
425447,1,2,1,121,Hibernating
402025,1,2,1,121,Hibernating
345085,1,2,1,121,Hibernating
221476,1,2,1,121,Hibernating
25318,1,2,1,121,Hibernating
359012,1,2,1,121,Hibernating
405590,1,2,1,121,Hibernating
400771,1,2,1,121,Hibernating
440735,1,2,1,121,Hibernating
346663,1,2,1,121,Hibernating
265225,1,2,1,121,Hibernating
286828,1,2,1,121,Hibernating
267139,1,2,1,121,Hibernating
336923,1,2,1,121,Hibernating
413138,1,2,1,121,Hibernating
433923,1,2,1,121,Hibernating
335104,1,2,1,121,Hibernating
414397,1,2,1,121,Hibernating
376293,1,2,1,121,Hibernating
406863,1,2,1,121,Hibernating
389176,1,2,1,121,Hibernating
260669,1,2,1,121,Hibernating
97283,1,2,1,121,Hibernating
345024,1,2,1,121,Hibernating
394265,1,2,1,121,Hibernating
430920,1,2,1,121,Hibernating
384977,1,2,1,121,Hibernating
377395,1,2,1,121,Hibernating
365432,1,2,1,121,Hibernating
333599,1,2,1,121,Hibernating
440444,1,2,1,121,Hibernating
418750,1,2,1,121,Hibernating
426395,1,2,1,121,Hibernating
395776,1,2,1,121,Hibernating
379730,1,2,1,121,Hibernating
426070,1,2,1,121,Hibernating
332815,1,2,1,121,Hibernating
434171,1,2,1,121,Hibernating
430689,1,2,1,121,Hibernating
305050,1,2,1,121,Hibernating
313950,1,2,1,121,Hibernating
186560,1,2,1,121,Hibernating
394874,1,2,1,121,Hibernating
214777,1,2,1,121,Hibernating
174962,1,2,1,121,Hibernating
334705,1,2,1,121,Hibernating
431100,1,2,1,121,Hibernating
392813,1,2,1,121,Hibernating
406844,1,2,1,121,Hibernating
407388,1,2,1,121,Hibernating
332782,1,2,1,121,Hibernating
333223,1,2,1,121,Hibernating
434003,1,2,1,121,Hibernating
396137,1,2,1,121,Hibernating
423253,1,2,1,121,Hibernating
418493,1,2,1,121,Hibernating
358033,1,2,1,121,Hibernating
402605,1,2,1,121,Hibernating
420906,1,2,1,121,Hibernating
226877,1,2,1,121,Hibernating
293583,1,2,1,121,Hibernating
379784,1,2,1,121,Hibernating
434390,1,2,1,121,Hibernating
428953,1,2,1,121,Hibernating
404442,1,2,1,121,Hibernating
414078,1,2,1,121,Hibernating
322420,1,2,1,121,Hibernating
416628,1,2,1,121,Hibernating
395743,1,2,1,121,Hibernating
267109,1,2,1,121,Hibernating
385578,1,2,1,121,Hibernating
168407,1,2,1,121,Hibernating
422500,1,2,1,121,Hibernating
363554,1,2,1,121,Hibernating
265763,1,2,1,121,Hibernating
434213,1,2,1,121,Hibernating
387034,1,2,1,121,Hibernating
417733,1,2,1,121,Hibernating
420889,1,2,1,121,Hibernating
417204,1,2,1,121,Hibernating
286511,1,2,1,121,Hibernating
368769,1,2,1,121,Hibernating
427960,1,2,1,121,Hibernating
389040,1,2,1,121,Hibernating
415838,1,2,1,121,Hibernating
214906,1,2,1,121,Hibernating
219805,1,2,1,121,Hibernating
409845,1,2,1,121,Hibernating
428139,1,2,1,121,Hibernating
330901,1,2,1,121,Hibernating
431689,1,2,1,121,Hibernating
433709,1,2,1,121,Hibernating
271174,1,2,1,121,Hibernating
407724,1,2,1,121,Hibernating
208458,1,2,1,121,Hibernating
419075,1,2,1,121,Hibernating
147364,1,2,1,121,Hibernating
374954,1,2,1,121,Hibernating
268647,1,2,1,121,Hibernating
347997,1,2,1,121,Hibernating
382727,1,2,1,121,Hibernating
389027,1,2,1,121,Hibernating
407001,1,2,1,121,Hibernating
423238,1,2,1,121,Hibernating
414709,1,2,1,121,Hibernating
427404,1,2,1,121,Hibernating
400884,1,2,1,121,Hibernating
370343,1,2,1,121,Hibernating
431017,1,2,1,121,Hibernating
156492,1,2,1,121,Hibernating
339699,1,2,1,121,Hibernating
364072,1,2,1,121,Hibernating
392637,1,2,1,121,Hibernating
412951,1,2,1,121,Hibernating
341707,1,2,1,121,Hibernating
405063,1,2,1,121,Hibernating
430642,1,2,1,121,Hibernating
422273,1,2,1,121,Hibernating
289254,1,2,1,121,Hibernating
441187,1,2,1,121,Hibernating
393503,1,2,1,121,Hibernating
377469,1,2,1,121,Hibernating
433374,1,2,1,121,Hibernating
382337,1,2,1,121,Hibernating
393917,1,2,1,121,Hibernating
395516,1,2,1,121,Hibernating
440447,1,2,1,121,Hibernating
420614,1,2,1,121,Hibernating
198661,1,2,1,121,Hibernating
376784,1,2,1,121,Hibernating
376152,1,2,1,121,Hibernating
431465,1,2,1,121,Hibernating
332281,1,2,1,121,Hibernating
394397,1,2,1,121,Hibernating
142121,1,2,1,121,Hibernating
391355,1,2,1,121,Hibernating
251733,1,2,1,121,Hibernating
405892,1,2,1,121,Hibernating
407327,1,2,1,121,Hibernating
314174,1,2,1,121,Hibernating
363618,1,2,1,121,Hibernating
383275,1,2,1,121,Hibernating
160900,1,2,1,121,Hibernating
428639,1,2,1,121,Hibernating
423935,1,2,1,121,Hibernating
184020,1,2,1,121,Hibernating
48019,1,2,1,121,Hibernating
394642,1,2,1,121,Hibernating
408651,1,2,1,121,Hibernating
190073,1,2,1,121,Hibernating
441086,1,2,1,121,Hibernating
377277,1,2,1,121,Hibernating
299208,1,2,1,121,Hibernating
128622,1,2,1,121,Hibernating
426919,1,2,1,121,Hibernating
106604,1,2,1,121,Hibernating
384242,1,2,1,121,Hibernating
271264,1,2,1,121,Hibernating
241650,1,2,1,121,Hibernating
241998,1,2,1,121,Hibernating
345042,1,2,1,121,Hibernating
430809,1,2,1,121,Hibernating
433572,1,2,1,121,Hibernating
331622,1,2,1,121,Hibernating
427948,1,2,1,121,Hibernating
400443,1,2,1,121,Hibernating
2491,1,2,1,121,Hibernating
137421,1,2,1,121,Hibernating
416271,1,2,1,121,Hibernating
434556,1,2,1,121,Hibernating
385415,1,2,1,121,Hibernating
415957,1,2,1,121,Hibernating
173631,1,2,1,121,Hibernating
377437,1,2,1,121,Hibernating
403277,1,2,1,121,Hibernating
379156,1,2,1,121,Hibernating
161192,1,2,1,121,Hibernating
430793,1,2,1,121,Hibernating
216338,1,2,1,121,Hibernating
216247,1,2,1,121,Hibernating
408374,1,2,1,121,Hibernating
371808,1,2,1,121,Hibernating
433840,1,2,1,121,Hibernating
288968,1,2,1,121,Hibernating
272545,1,2,1,121,Hibernating
433205,1,2,1,121,Hibernating
126367,1,2,1,121,Hibernating
385132,1,2,1,121,Hibernating
430465,1,2,1,121,Hibernating
399703,1,2,1,121,Hibernating
428049,1,2,1,121,Hibernating
432294,1,2,1,121,Hibernating
416911,1,2,1,121,Hibernating
288837,1,2,1,121,Hibernating
240251,1,2,1,121,Hibernating
295597,1,2,1,121,Hibernating
129900,1,2,1,121,Hibernating
267934,1,2,1,121,Hibernating
438014,1,2,1,121,Hibernating
198340,1,2,1,121,Hibernating
413916,1,2,1,121,Hibernating
21735,1,2,1,121,Hibernating
88308,1,2,1,121,Hibernating
284111,1,2,1,121,Hibernating
405231,1,2,1,121,Hibernating
274636,1,2,1,121,Hibernating
256761,1,2,1,121,Hibernating
330840,1,2,1,121,Hibernating
263466,1,2,1,121,Hibernating
271851,1,2,1,121,Hibernating
387135,1,2,1,121,Hibernating
362090,1,2,1,121,Hibernating
272688,1,2,1,121,Hibernating
190740,1,2,1,121,Hibernating
287331,1,2,1,121,Hibernating
378647,1,2,1,121,Hibernating
432825,1,2,1,121,Hibernating
129210,1,2,1,121,Hibernating
400325,1,2,1,121,Hibernating
429421,1,2,1,121,Hibernating
98104,1,2,1,121,Hibernating
427760,1,2,1,121,Hibernating
385708,1,2,1,121,Hibernating
221123,1,2,1,121,Hibernating
336314,1,2,1,121,Hibernating
433815,1,2,1,121,Hibernating
394699,1,2,1,121,Hibernating
391394,1,2,1,121,Hibernating
431111,1,2,1,121,Hibernating
380273,1,2,1,121,Hibernating
427409,1,2,1,121,Hibernating
330756,1,2,1,121,Hibernating
254902,1,2,1,121,Hibernating
164463,1,2,1,121,Hibernating
382636,1,2,1,121,Hibernating
433830,1,2,1,121,Hibernating
357939,1,2,1,121,Hibernating
377503,1,2,1,121,Hibernating
426092,1,2,1,121,Hibernating
432606,1,2,1,121,Hibernating
132238,1,2,1,121,Hibernating
394276,1,2,1,121,Hibernating
415349,1,2,1,121,Hibernating
403106,1,2,1,121,Hibernating
344545,1,2,1,121,Hibernating
265569,1,2,1,121,Hibernating
397558,1,2,1,121,Hibernating
431906,1,2,1,121,Hibernating
421685,1,2,1,121,Hibernating
252692,1,2,1,121,Hibernating
426721,1,2,1,121,Hibernating
440632,1,2,1,121,Hibernating
386886,1,2,1,121,Hibernating
431730,1,2,1,121,Hibernating
281167,1,2,1,121,Hibernating
336919,1,2,1,121,Hibernating
306945,1,2,1,121,Hibernating
396734,1,2,1,121,Hibernating
394577,1,2,1,121,Hibernating
382737,1,2,1,121,Hibernating
375759,1,2,1,121,Hibernating
377806,1,2,1,121,Hibernating
399365,1,2,1,121,Hibernating
403144,1,2,1,121,Hibernating
253652,1,2,1,121,Hibernating
414168,1,2,1,121,Hibernating
440457,1,2,1,121,Hibernating
414847,1,2,1,121,Hibernating
187113,1,2,1,121,Hibernating
426207,1,2,1,121,Hibernating
433985,1,2,1,121,Hibernating
352961,1,2,1,121,Hibernating
395179,1,2,1,121,Hibernating
427803,1,2,1,121,Hibernating
152559,1,2,1,121,Hibernating
339949,1,2,1,121,Hibernating
396699,1,2,1,121,Hibernating
148967,1,2,1,121,Hibernating
434877,1,2,1,121,Hibernating
249826,1,2,1,121,Hibernating
359334,1,2,1,121,Hibernating
357917,1,2,1,121,Hibernating
392835,1,2,1,121,Hibernating
426299,1,2,1,121,Hibernating
384023,1,2,1,121,Hibernating
188195,1,2,1,121,Hibernating
392990,1,2,1,121,Hibernating
306306,1,2,1,121,Hibernating
147306,1,2,1,121,Hibernating
149229,1,2,1,121,Hibernating
345988,1,2,1,121,Hibernating
333549,1,2,1,121,Hibernating
378548,1,2,1,121,Hibernating
177156,1,2,1,121,Hibernating
185517,1,2,1,121,Hibernating
433812,1,2,1,121,Hibernating
207776,1,2,1,121,Hibernating
63695,1,2,1,121,Hibernating
390275,1,2,1,121,Hibernating
330860,1,2,1,121,Hibernating
379984,1,2,1,121,Hibernating
424229,1,2,2,122,Hibernating
169626,1,2,2,122,Hibernating
425713,1,2,2,122,Hibernating
345516,1,2,2,122,Hibernating
440654,1,2,2,122,Hibernating
168343,1,2,2,122,Hibernating
333531,1,2,2,122,Hibernating
370099,1,2,2,122,Hibernating
254624,1,2,2,122,Hibernating
396153,1,2,2,122,Hibernating
424917,1,2,2,122,Hibernating
433885,1,2,2,122,Hibernating
416126,1,2,2,122,Hibernating
431659,1,2,2,122,Hibernating
434288,1,2,2,122,Hibernating
19189,1,2,2,122,Hibernating
422026,1,2,2,122,Hibernating
429176,1,2,2,122,Hibernating
14115,1,2,2,122,Hibernating
419552,1,2,2,122,Hibernating
6048,1,2,2,122,Hibernating
253725,1,2,2,122,Hibernating
247904,1,2,2,122,Hibernating
416098,1,2,2,122,Hibernating
399639,1,2,2,122,Hibernating
160005,1,2,2,122,Hibernating
403463,1,2,2,122,Hibernating
258677,1,2,2,122,Hibernating
429185,1,2,2,122,Hibernating
440881,1,2,2,122,Hibernating
382895,1,2,2,122,Hibernating
428003,1,2,2,122,Hibernating
145038,1,2,2,122,Hibernating
415954,1,2,2,122,Hibernating
155454,1,2,2,122,Hibernating
278318,1,2,2,122,Hibernating
425180,1,2,2,122,Hibernating
433287,1,2,2,122,Hibernating
404809,1,2,2,122,Hibernating
395320,1,2,2,122,Hibernating
281837,1,2,2,122,Hibernating
426768,1,2,2,122,Hibernating
432765,1,2,2,122,Hibernating
332690,1,2,2,122,Hibernating
433970,1,2,2,122,Hibernating
418795,1,2,2,122,Hibernating
262085,1,2,2,122,Hibernating
415549,1,2,2,122,Hibernating
400959,1,2,2,122,Hibernating
391224,1,2,2,122,Hibernating
137824,1,2,2,122,Hibernating
389484,1,2,2,122,Hibernating
406195,1,2,2,122,Hibernating
424466,1,2,2,122,Hibernating
430603,1,2,2,122,Hibernating
97920,1,2,2,122,Hibernating
377515,1,2,2,122,Hibernating
386141,1,2,2,122,Hibernating
332863,1,2,2,122,Hibernating
381207,1,2,2,122,Hibernating
13384,1,2,2,122,Hibernating
433769,1,2,2,122,Hibernating
388500,1,2,2,122,Hibernating
173075,1,2,2,122,Hibernating
399637,1,2,2,122,Hibernating
337600,1,2,2,122,Hibernating
433654,1,2,2,122,Hibernating
422540,1,2,2,122,Hibernating
407698,1,2,2,122,Hibernating
441192,1,2,2,122,Hibernating
423782,1,2,2,122,Hibernating
243391,1,2,2,122,Hibernating
428660,1,2,2,122,Hibernating
335557,1,2,2,122,Hibernating
440077,1,2,2,122,Hibernating
384254,1,2,2,122,Hibernating
381990,1,2,2,122,Hibernating
386884,1,2,2,122,Hibernating
430870,1,2,2,122,Hibernating
286916,1,2,2,122,Hibernating
132443,1,2,2,122,Hibernating
433128,1,2,2,122,Hibernating
417870,1,2,2,122,Hibernating
267601,1,2,2,122,Hibernating
332351,1,2,2,122,Hibernating
384153,1,2,2,122,Hibernating
318041,1,2,2,122,Hibernating
202198,1,2,2,122,Hibernating
426795,1,2,2,122,Hibernating
390252,1,2,2,122,Hibernating
222024,1,2,2,122,Hibernating
389261,1,2,2,122,Hibernating
84387,1,2,2,122,Hibernating
153778,1,2,2,122,Hibernating
421239,1,2,2,122,Hibernating
106620,1,2,2,122,Hibernating
415738,1,2,2,122,Hibernating
163441,1,2,2,122,Hibernating
432809,1,2,2,122,Hibernating
273214,1,2,2,122,Hibernating
215128,1,2,2,122,Hibernating
412351,1,2,2,122,Hibernating
434739,1,2,2,122,Hibernating
92641,1,2,2,122,Hibernating
190815,1,2,2,122,Hibernating
92531,1,2,2,122,Hibernating
100179,1,2,2,122,Hibernating
141838,1,2,2,122,Hibernating
363518,1,2,2,122,Hibernating
264845,1,2,2,122,Hibernating
431380,1,2,2,122,Hibernating
130102,1,2,2,122,Hibernating
104334,1,2,2,122,Hibernating
431945,1,2,2,122,Hibernating
301203,1,2,2,122,Hibernating
399218,1,2,2,122,Hibernating
421509,1,2,2,122,Hibernating
377400,1,2,2,122,Hibernating
375629,1,2,2,122,Hibernating
393860,1,2,2,122,Hibernating
155031,1,2,2,122,Hibernating
394269,1,2,2,122,Hibernating
394646,1,2,2,122,Hibernating
156153,1,2,2,122,Hibernating
428405,1,2,2,122,Hibernating
394749,1,2,2,122,Hibernating
185898,1,2,2,122,Hibernating
396703,1,2,2,122,Hibernating
429779,1,2,2,122,Hibernating
431932,1,2,2,122,Hibernating
408822,1,2,2,122,Hibernating
382610,1,2,2,122,Hibernating
379384,1,2,2,122,Hibernating
403934,1,2,2,122,Hibernating
397810,1,2,2,122,Hibernating
424022,1,2,2,122,Hibernating
405138,1,2,2,122,Hibernating
430169,1,2,2,122,Hibernating
406246,1,2,2,122,Hibernating
132658,1,2,2,122,Hibernating
380387,1,2,2,122,Hibernating
418951,1,2,2,122,Hibernating
406815,1,2,2,122,Hibernating
414052,1,2,2,122,Hibernating
142799,1,2,2,122,Hibernating
405218,1,2,2,122,Hibernating
415737,1,2,2,122,Hibernating
433975,1,2,2,122,Hibernating
408042,1,2,2,122,Hibernating
370298,1,2,2,122,Hibernating
426325,1,2,2,122,Hibernating
416230,1,2,2,122,Hibernating
344471,1,2,2,122,Hibernating
434062,1,2,2,122,Hibernating
392128,1,2,2,122,Hibernating
430227,1,2,2,122,Hibernating
200408,1,2,2,122,Hibernating
428148,1,2,2,122,Hibernating
124714,1,2,2,122,Hibernating
377263,1,2,2,122,Hibernating
394556,1,2,2,122,Hibernating
356524,1,2,2,122,Hibernating
173103,1,2,2,122,Hibernating
389026,1,2,2,122,Hibernating
361971,1,2,2,122,Hibernating
234432,1,2,2,122,Hibernating
407574,1,2,2,122,Hibernating
430080,1,2,2,122,Hibernating
272719,1,2,2,122,Hibernating
277546,1,2,2,122,Hibernating
415399,1,2,2,122,Hibernating
317342,1,2,2,122,Hibernating
311168,1,2,2,122,Hibernating
140325,1,2,2,122,Hibernating
366806,1,2,2,122,Hibernating
431082,1,2,2,122,Hibernating
298295,1,2,2,122,Hibernating
388340,1,2,2,122,Hibernating
430539,1,2,2,122,Hibernating
313745,1,2,2,122,Hibernating
378612,1,2,2,122,Hibernating
105159,1,2,2,122,Hibernating
431441,1,2,2,122,Hibernating
409298,1,2,2,122,Hibernating
107560,1,2,2,122,Hibernating
400342,1,2,2,122,Hibernating
431408,1,2,2,122,Hibernating
416265,1,2,2,122,Hibernating
392831,1,2,2,122,Hibernating
419372,1,2,2,122,Hibernating
95696,1,2,2,122,Hibernating
266937,1,2,2,122,Hibernating
434961,1,2,2,122,Hibernating
431356,1,2,2,122,Hibernating
217310,1,2,2,122,Hibernating
429554,1,2,2,122,Hibernating
440743,1,2,2,122,Hibernating
417128,1,2,2,122,Hibernating
335426,1,2,2,122,Hibernating
715,1,2,2,122,Hibernating
441148,1,2,2,122,Hibernating
428679,1,2,2,122,Hibernating
133406,1,2,2,122,Hibernating
332320,1,2,2,122,Hibernating
434060,1,2,2,122,Hibernating
393446,1,2,2,122,Hibernating
4711,1,2,2,122,Hibernating
282933,1,2,2,122,Hibernating
305133,1,2,2,122,Hibernating
417576,1,2,2,122,Hibernating
377391,1,2,2,122,Hibernating
391824,1,2,2,122,Hibernating
391802,1,2,2,122,Hibernating
433892,1,2,2,122,Hibernating
371853,1,2,2,122,Hibernating
333451,1,2,2,122,Hibernating
395839,1,2,2,122,Hibernating
205060,1,2,2,122,Hibernating
269983,1,2,2,122,Hibernating
216298,1,2,2,122,Hibernating
396623,1,2,2,122,Hibernating
430284,1,2,2,122,Hibernating
440631,1,2,2,122,Hibernating
287046,1,2,2,122,Hibernating
412906,1,2,2,122,Hibernating
364420,1,2,2,122,Hibernating
41233,1,2,2,122,Hibernating
404448,1,2,2,122,Hibernating
440693,1,2,2,122,Hibernating
423776,1,2,2,122,Hibernating
383865,1,2,2,122,Hibernating
432089,1,2,2,122,Hibernating
282563,1,2,2,122,Hibernating
294323,1,2,2,122,Hibernating
357062,1,2,2,122,Hibernating
441189,1,2,2,122,Hibernating
431310,1,2,2,122,Hibernating
379033,1,2,2,122,Hibernating
358004,1,2,2,122,Hibernating
223056,1,2,2,122,Hibernating
403933,1,2,2,122,Hibernating
155623,1,2,2,122,Hibernating
288131,1,2,2,122,Hibernating
128718,1,2,2,122,Hibernating
420208,1,2,2,122,Hibernating
425138,1,2,2,122,Hibernating
418067,1,2,2,122,Hibernating
216428,1,2,2,122,Hibernating
354758,1,2,2,122,Hibernating
17008,1,2,2,122,Hibernating
140577,1,2,2,122,Hibernating
189671,1,2,2,122,Hibernating
386037,1,2,2,122,Hibernating
399662,1,2,2,122,Hibernating
390210,1,2,2,122,Hibernating
362855,1,2,2,122,Hibernating
394661,1,2,2,122,Hibernating
283207,1,2,2,122,Hibernating
348593,1,2,2,122,Hibernating
426177,1,2,2,122,Hibernating
336199,1,2,2,122,Hibernating
425312,1,2,2,122,Hibernating
358035,1,2,2,122,Hibernating
267072,1,2,2,122,Hibernating
329210,1,2,2,122,Hibernating
137941,1,2,2,122,Hibernating
396862,1,2,2,122,Hibernating
333253,1,2,2,122,Hibernating
305515,1,2,2,122,Hibernating
382344,1,2,2,122,Hibernating
265520,1,2,2,122,Hibernating
93885,1,2,2,122,Hibernating
197402,1,2,2,122,Hibernating
287914,1,2,2,122,Hibernating
333601,1,2,2,122,Hibernating
289985,1,2,2,122,Hibernating
208429,1,2,2,122,Hibernating
438340,1,2,2,122,Hibernating
415359,1,2,2,122,Hibernating
394369,1,2,2,122,Hibernating
382432,1,2,2,122,Hibernating
37168,1,2,2,122,Hibernating
430244,1,2,2,122,Hibernating
386776,1,2,2,122,Hibernating
391636,1,2,2,122,Hibernating
435074,1,2,2,122,Hibernating
391697,1,2,2,122,Hibernating
400603,1,2,2,122,Hibernating
379716,1,2,2,122,Hibernating
19193,1,2,2,122,Hibernating
293497,1,2,2,122,Hibernating
388741,1,2,2,122,Hibernating
426893,1,2,2,122,Hibernating
310133,1,2,2,122,Hibernating
434120,1,2,2,122,Hibernating
433723,1,2,2,122,Hibernating
134410,1,2,2,122,Hibernating
357885,1,2,2,122,Hibernating
